,kh,xb,rhsc,nl,jf,xfsp,gwspph,jjph,xfpc
18196,b037028e,女,47,40,19082.0,33105.07,"['罗莱柜', '周大福柜', '阿斯顿马丁（男包）']",秋季,14
18197,5e26afb3,女,2211,44,853.0,1632.0,"['六福柜', 'DKNY 柜', '植村秀(Shu Uemura)']",春季,2
18198,570380d6,男,517,47,282.0,282.0,['爱慕KIDS柜'],冬季,1
18199,769df742,女,2530,55,13185.0,14530.0,"['Rime', 'V-GRASS柜', '思加图柜']",夏季,4
18200,e827f6e4,女,3462,49,37898.0,46352.9,"['例外（4F女装）', '欧舒丹柜', 'pikolinos']",春季,22
18201,887512f9,女,4438,38,3822.0,3822.0,"['思加图柜', '茜子柜', 'OXETTE柜']",春季,3
18202,1c738e54,女,2479,51,1782.0,5459.4,"['比华利.保罗 柜', 'MU', '思加图柜']",秋季,4
18203,b3e3a447,女,650,51,15020.0,15850.0,"['Dior', 'CLEAR LUCERNE', '吉弗雷 柜']",秋季,3
18204,dba16f24,女,718,37,166078.0,182475.5,"['LA MER', 'JuicyCouture柜', '小笑牛']",冬季,55
18205,39c3b5d5,女,384,32,16966.0,16965.6,"['欧舒丹柜', 'APM', '雅诗兰黛ESTEE LAUDER']",冬季,7
18206,d3b64eb7,女,3259,36,5075.0,5075.0,"['PAWINPAW 柜', 'soho柜', '欧舒丹柜']",冬季,4
18207,af1caa86,女,608,39,27089.989999999998,27090.0,"['JuicyCouture柜', 'BOBBI BROWN', 'SK-II']",春季,9
18208,c33a7d98,女,2528,47,67984.0,71583.29000000001,"['阿玛尼GIORGIO ARMANI', '欧舒丹柜', 'LANCOME']",春季,13
18209,ccbf0485,女,1507,53,2000.0,2000.0,['雅诗兰黛柜'],春季,1
18210,8bfcff40,女,1987,36,1910.0,2070.0,"['圣罗兰柜', '茱莉蔻 柜', 'YSL']",春季,4
18211,50e7b18e,女,611,44,69061.0,83562.17,"['爱慕KIDS', 'iblues柜', 'MARYLING']",冬季,11
18212,1876478c,女,1477,33,320.0,320.0,['CHANEL'],春季,1
18213,943a2000,女,572,33,4152.0,4152.0,"['Sisley', 'Shu Uemura', '阿玛尼GIORGIO ARMANI']",春季,3
18214,f564673d,女,2435,37,2622.0,2622.0,['都彭 傲仕 柜'],春季,1
18215,f2cf680a,女,2283,31,609.0,3092.0299999999997,"['BNX 柜', 'TOP柜', '兰芝柜']",春季,3
18216,1cbc58f3,女,2149,68,5520.0,6616.62,"['DISSONA', 'TOP柜', '帕翠亚']",春季,3
18217,b60aacdc,女,4487,47,86845.0,92292.85999999999,"['ICICLE', 'ZUCZUG', '玛戈隆特柜']",冬季,31
18218,c0891b3a,女,1807,47,2069.0,2069.0,['Ecco柜'],春季,1
18219,f6bd5360,女,2484,55,16373.0,16473.0,"['YARLOKS（女鞋)', '嘉宝柜', '帕翠亚']",冬季,3
18220,09abe802,女,1204,33,2585.0,2585.0,"['娇韵诗柜', '科颜氏柜', '植村秀柜']",春季,2
18221,b438ea5d,女,436,44,52260.0,69619.6,"['MAX&CO柜', '阿玛尼GIORGIO ARMANI', '乔治.阿玛尼(GIORGIO']",春季,31
18222,1b6a9ffe,女,1395,52,4145.0,4145.0,"['CLINIQUE', '倩碧柜']",夏季,3
18223,9422493d,男,3869,36,1268.0,1268.0,['JASONWOOD'],冬季,1
18224,0bdbd392,女,738,47,2458.0,2458.0,"['吉弗雷 柜', '香奈儿柜']",春季,2
18225,8c8199b4,女,1570,52,26331.0,86911.0,"['SHEFL(女装）', '周大福柜', 'III VIVINIKO']",夏季,4
18226,df8baa7c,女,1061,32,1966.0,1966.0,['欧莱雅柜'],春季,2
18227,9be32ca1,女,968,17,0.0,680.4,['jeep童装'],春季,1
18228,e2208b09,女,3333,40,49663.64,70562.08,"['小笑牛', '兰芝柜', '多样屋柜']",秋季,53
18229,b4c51a58,女,3056,54,3588.0,3588.0,"['LEONARDO', '罗莱柜', 'Shu Uemura']",春季,2
18230,a2fd1a73,女,4324,52,6942.0,6942.0,"['欧珀莱柜', 'SONG OF SONG']",冬季,2
18231,36b20f92,女,3081,54,329.0,329.0,"[""SHE'S""]",冬季,1
18232,7b3677d4,女,2926,49,890.0,890.0,['BIOTHERM'],夏季,1
18233,17b83f2c,女,1762,38,117500.0,146789.52000000002,"['CHANEL', '香奈儿(CHANEL)', '香奈儿柜']",夏季,24
18234,1a57b4f0,女,1539,50,105598.0,146452.55,"['LA FEE', 'Ahaus', 'V-GRASS柜']",秋季,27
18235,3689c704,女,825,48,0.0,1899.0,"[""科颜氏(Kiehl's)""]",夏季,1
18236,c25c164f,女,1175,50,6480.0,6480.0,['兰蔻柜'],冬季,1
18237,1754fd33,女,241,45,35705.0,54840.0,"['TOP柜', 'Embry Form(4F)', '虎牌']",秋季,13
18238,badb655b,女,1293,28,940.0,940.0,"['LANCOME', '欧莱雅柜']",春季,2
18239,4ccc0877,女,635,46,38470.0,43956.04,"['MARYLING', 'LUNA柜']",秋季,7
18240,c68de93b,女,738,34,138.0,138.0,['英乐士'],春季,1
18241,eaf85a3e,女,1146,35,226.0,226.0,"['LEOTOT', '倩碧(CLINIQUE)']",夏季,1
18242,826d174a,女,2750,42,1560.0,1560.0,"['LEE童装 柜', ' 3S  柜']",冬季,2
18243,5ea2960f,女,3056,43,1991.0,2991.0,"['OHUI/后', '沙驰女包柜', 'OXETTE柜']",冬季,2
18244,22ffd3cb,女,912,27,1240.0,1240.0,['CHANEL'],夏季,1
18245,e34e541c,女,1351,57,78.0,599.0,['EK'],夏季,1
18246,ae1e12c1,男,950,36,4426.0,18610.0,"['芭比波朗(BOBBI BROWN', '瑞士钟表柜']",春季,1
18247,96f54872,女,1007,46,7397.0,7397.0,"['兰蔻柜', 'Aimer']",春季,2
18248,0049560d,女,2154,52,29700.0,29700.0,"['雅诗兰黛ESTEE LAUDER', '雅诗兰黛柜', '雅诗兰黛(ESTEE LAUDE']",春季,8
18249,793d4a9a,女,3174,41,10881.0,11507.5,"['多样屋柜', '阿玛尼GIORGIO ARMANI', '寐（新）']",秋季,5
18250,f5b49720,女,1358,32,350.0,2969.0,['CLINIQUE'],夏季,2
18251,9b827c3e,女,20,27,6613.0,6613.0,"['万宝龙柜(综合转男装)', 'soho']",冬季,3
18252,d773df7e,女,3134,42,143.0,2000.0,['周大福柜'],冬季,1
18253,0a9605d3,女,864,25,8376.0,8376.0,['谢瑞麟柜'],夏季,1
18254,1af448d8,女,792,55,745.0,745.0,['兰芝柜'],夏季,1
18255,fad472c7,男,1114,49,285.0,285.0,['多样屋柜'],夏季,1
18256,74c457a8,女,1317,39,2261.0,2261.0,"['ATSUGI', 'Lonino Lamborghini']",冬季,1
18257,45ce04e8,男,1838,36,1520.0,3622.1,"['碧欧泉柜', '碧欧泉(BIOTHERM)']",春季,2
18258,28604f67,女,2508,43,990.0,990.0,['Dior'],春季,1
18259,a12d9a62,男,51,36,1012.0,5059.0,['六福柜'],春季,2
18260,f7c3640c,女,609,51,183374.0,185457.2,"['OBBLIGATO', 'MARYLING', 'MASK']",冬季,29
18261,7864e807,女,1457,59,7590.0,7590.0,['吉弗雷 柜'],夏季,2
18262,075ec584,女,887,44,3284.0,3284.0,['比华利.保罗 柜'],夏季,1
18263,b88bfc22,女,550,50,7342.0,7342.0,"['VASTO柜', '帕翠亚']",春季,3
18264,9983441d,女,2751,39,24105.0,30001.08,"['ZUCZUG', 'LAMPO', 'Wacoal']",秋季,14
18265,280ff53c,女,137,55,510.0,510.0,['欧莱雅柜'],秋季,3
18266,0414bf97,女,2959,61,3280.0,5542.0,"['多样屋柜', '谢瑞麟柜', 'Rebecca']",冬季,3
18267,fc1e69ee,女,3071,46,13038.0,13645.8,"['IMMOBILE 柜', 'TOP柜', 'MOGG PINK 柜']",冬季,6
18268,d4ad053c,女,3143,50,3984.0,3984.0,"['Shu Uemura', '施华洛世奇柜', '潘多拉(PANDORA)']",春季,6
18269,b456b18c,女,30,36,40761.0,41071.12,"['Juicy Couture', 'YSL']",冬季,14
18270,bda43e3b,女,63,39,9104.0,9104.0,"['OHUI/后', 'ARMANI COLLEZIONI', 'CLINIQUE']",夏季,6
18271,1cc9365e,女,1825,48,0.0,1098.0,['Dior'],春季,1
18272,78f8de72,女,4434,48,340.0,340.0,['LANCOME'],夏季,1
18273,31c98fa6,女,1506,34,8644.0,15013.0,"['周大福柜', '欣欣玩具', 'Hallmark(孕婴)']",冬季,10
18274,62380f00,男,2109,41,940.0,940.0,['碧欧泉(BIOTHERM)'],春季,1
18275,d7d0e99d,女,956,53,3688.0,3688.0,['双立人柜'],春季,1
18276,4ab6b6b2,女,1052,47,320.0,320.0,['植村秀柜'],冬季,1
18277,62d9b471,女,3687,56,7625.0,20033.0,"['朗姿柜', 'VME柜', 'ecco']",夏季,7
18278,192ff8ed,女,1021,46,2545.0,2545.0,"['兰芝柜', '迪奥(Dior)', '欧莱雅柜']",春季,3
18279,c6cf06ff,女,903,34,680.0,680.0,['兰芝柜'],夏季,1
18280,3af9d227,女,76,40,6192.0,6192.0,['INSUN'],秋季,1
18281,75a11e64,女,79,40,38448.0,39348.3,"['Triumph', 'ENWEIS', 'CLINIQUE']",冬季,20
18282,3082999c,男,1935,44,9656.0,9656.0,"['雅诗兰黛ESTEE LAUDER', 'LANCOME', 'CERRUTI 1881 柜']",夏季,2
18283,0bcf6035,女,4539,53,1669.0,3510.0,"['ZUCZUG', ""SHE'S""]",冬季,2
18284,926a9317,女,3318,47,0.0,5812.2,"['CHANEL', 'Fancl柜']",夏季,1
18285,a58f0a8b,女,2783,44,6681.0,7681.0,"['Aimer', 'CARBANNIA（卡邦尼）', 'ENWEIS']",冬季,3
18286,6f650b50,女,976,27,1925.0,1925.0,"['暇步士柜（童装）', 'bebelux']",春季,2
18287,c295a121,女,3211,51,6598.0,32991.0,"['谢瑞麟柜', '瑞士钟表柜']",春季,1
18288,c4472aa5,女,2770,37,369.0,793.0,"['soho柜', 'AD KIDS']",冬季,2
18289,8d807bf5,女,1078,28,630.0,630.0,['圣罗兰柜'],冬季,1
18290,7f6bd5c5,女,916,36,5066.0,5066.0,['MARYLING'],夏季,1
18291,c5d112e0,女,1236,47,8968.0,27544.0,"['雅诗兰黛ESTEE LAUDER', '瑞士钟表柜', 'MARJA KURKI']",春季,2
18292,d20c2ee6,女,3121,47,0.0,4130.0,['Jurlique'],春季,2
18293,cd17d650,女,2133,33,16352.0,16352.0,"['ENWEIS', 'Dior', 'ICICLE']",春季,7
18294,5970feb6,女,2017,31,18901.0,18901.0,"['欧舒丹柜', 'YSL', 'IMMOBILE']",冬季,4
18295,4ca2e839,女,1213,23,1735.0,1735.0,"['欧莱雅柜', '香奈儿(CHANEL)', 'SK-II']",春季,3
18296,c2ffa014,男,609,45,22420.0,28540.0,"['同仁堂柜', '宝姿柜']",冬季,2
18297,8a383cc1,女,4809,55,6700.0,6700.0,['LA MER'],秋季,1
18298,34ab621b,女,12,24,2106.0,2106.0,"['沙驰男鞋', 'JUSLA']",冬季,1
18299,5d2a95d1,女,1573,36,7700.0,72562.1,"['LANCOME', '兰蔻柜', ""科颜氏(Kiehl's)""]",夏季,26
18300,b7f61ce2,女,1035,29,1775.0,1775.0,"['植村秀(Shu Uemura)', '科颜氏柜', '香奈儿柜']",春季,2
18301,6cd96aa1,女,3310,44,640.0,640.0,['CHANEL'],夏季,1
18302,b8f9fc28,女,20,22,2410.0,3256.0,"['阿玛尼GIORGIO ARMANI', 'CLARINS', 'YSL']",春季,6
18303,d2f1f7d0,女,474,36,4624.0,4624.0,"['比华利.保罗 柜', 'PAWINPAW 柜', 'Celden特卖 柜']",夏季,4
18304,4a57dfc2,女,610,52,31874.78,81728.23000000001,"['赫莲娜(HR)', '植村秀柜', 'HR 赫莲娜']",夏季,23
18305,9497eeac,女,390,43,181786.82,194020.4,"['雅诗兰黛ESTEE LAUDER', 'MARYLING', 'nisiss']",秋季,41
18306,b2e2862e,男,1465,50,15263.0,15308.599999999999,"['芭芭麻麻', 'LA MER', 'KALTENDIN(男装)']",秋季,3
18307,743f9a15,女,1666,37,32448.0,35198.5,"['Fancl柜', '欧舒丹柜', 'CLARINS']",夏季,14
18308,14fb4e87,女,899,28,1450.0,1450.0,"['雅诗兰黛ESTEE LAUDER', 'CHANEL']",夏季,1
18309,59ec348a,女,1975,59,2630.0,3572.0,"['芭比波朗柜', '雅氏 柜', 'PH7柜']",冬季,2
18310,8f3174e4,女,4596,45,3223.0,3361.4,"['万仟堂柜', '雅诗兰黛柜', '莱尔斯丹柜']",春季,6
18311,f79cf045,女,2387,39,46364.0,46364.0,"['LANCOME', '阿玛尼GIORGIO ARMANI', 'LA MER']",秋季,11
18312,fb40d653,女,940,26,375.0,375.0,['YSL'],春季,1
18313,af8bd89b,男,1389,30,604.0,3018.0,['六福柜'],春季,1
18314,e54ecbb8,女,1660,70,738.0,738.0,['思加图柜'],夏季,1
18315,0a5e6e4b,女,2378,33,4329.0,4725.0,"['allo&lugh', 'AUM（女装）', 'LIU JO 柜']",冬季,4
18316,560c107d,男,199,31,26584.0,26584.0,['例外（4F女装）'],夏季,8
18317,3e7bf214,女,1364,27,4415.0,4415.0,"['Shu Uemura', '植村秀柜', '圣罗兰柜']",春季,8
18318,47029bbc,女,1050,25,13324.0,13324.0,"['雅诗兰黛柜', '娇兰柜', '嘉宝柜']",冬季,4
18319,d7a682c9,男,1019,55,1197.0,1197.0,['都彭 傲仕 柜'],春季,1
18320,0d87d1ea,女,827,29,3794.0,3794.0,"['AD KIDS', 'COACH 柜']",春季,2
18321,b26d4b95,女,1279,24,3280.0,3280.0,['乔治.阿玛尼'],冬季,1
18322,7fe03411,女,3227,56,530.0,530.0,['芭比波朗(BOBBI BROWN'],夏季,1
18323,59968d06,女,1062,36,5398.0,26988.0,['瑞士钟表柜'],冬季,1
18324,fa1a7b0d,女,1635,44,10444.0,11144.0,"['CARBANNIA（卡邦尼）', '雅诗兰黛ESTEE LAUDER', 'KALTENDIN(男装)']",春季,3
18325,5e3e0555,女,1868,52,550.0,550.0,['雅诗兰黛柜'],冬季,1
18326,9e9e2739,女,2507,56,415.0,415.0,['ATSUGI'],冬季,1
18327,f7d11b3e,女,1074,49,6607.0,6607.0,"['科颜氏柜', '圣罗兰柜', 'LUNA柜']",冬季,2
18328,b94a734f,女,1277,39,6874.0,14253.499999999998,"['CHANEL', 'Dior', '芝宝/派克']",春季,9
18329,5d04552e,女,1749,51,5175.0,5175.0,['LANCOME'],夏季,1
18330,0a95a3ff,女,14,24,1360.0,1360.0,['CHANEL'],冬季,1
18331,1c47090d,女,307,36,0.0,1850.0,"['OHUI/后', '欧舒丹柜']",春季,1
18332,316e8938,女,1669,40,1819.0,1819.0,['OHUI/后'],冬季,2
18333,6250c05c,女,43,34,18051.0,37635.0,"['LANCOME', 'JNBY', '瑞士钟表柜']",冬季,9
18334,abd222db,女,3115,51,17628.0,20888.34,"['LA FEE', 'LUNA柜', 'CHANEL']",夏季,16
18335,66eb6795,男,2161,50,9374.0,10374.0,"['迈雅(*)', 'KENT&CURWEN柜']",冬季,2
18336,9d6b2c1a,女,2867,46,4971.0,7289.0,"['N.PAIA', 'DIDIER PARAKIAN柜']",冬季,2
18337,99574eb1,女,2975,61,209.0,209.0,"['和音柜', '茜子柜']",冬季,2
18338,8f96985c,女,2936,51,1157.0,1157.0,['VASTO柜'],夏季,1
18339,d7885ef1,女,3029,48,203.0,203.0,"['LEOTOT', 'GUNZE 柜']",夏季,1
18340,bcdc6114,女,1511,28,102624.0,147389.69999999998,"['JuicyCouture柜', 'CLARINS', '寐柜']",春季,12
18341,a4482e1a,女,1491,32,520.0,520.0,['兰蔻柜'],春季,1
18342,5f19c44c,女,2330,43,21140.0,36186.0,"['阿玛尼GIORGIO ARMANI', '兰芝柜', 'CLARINS']",秋季,9
18343,c45beac6,男,178,50,2990.0,2990.0,['MaxMara 柜'],夏季,1
18344,1c76ccdb,女,3068,54,0.0,1792.8,['PANDORA柜'],春季,1
18345,c2a28109,女,1005,25,420.0,420.0,['兰蔻柜'],春季,1
18346,c67d78ad,女,868,30,0.0,972.0,['GUERLAIN'],夏季,1
18347,676d98e3,女,2650,29,805.0,2027.2,"['ENWEIS', '莱尔斯丹（新）']",夏季,2
18348,f8d79781,女,803,60,3574.0,3574.0,"['嘉宝柜', 'MISS & MISS 柜']",秋季,2
18349,0488554a,女,121,31,4842.0,9230.1,"['德龙 柜', 'JuicyCouture柜', 'VME柜']",夏季,6
18350,ab7b0e8e,女,776,22,10721.0,10960.0,"['KODICE', 'CHANEL', '华纳莱']",秋季,8
18351,489471a2,女,3220,37,3538.0,3538.0,"['雅诗兰黛ESTEE LAUDER', 'OHUI/后', 'allo&lugh']",春季,3
18352,3c1b1622,女,1719,61,4909.0,27093.370000000003,"['兰芝柜', '瑞士钟表柜']",冬季,10
18353,732ea96c,男,1345,36,4037.0,4037.0,"['雅格名鞋廊', '香奈儿柜']",冬季,1
18354,c012b165,女,958,45,3650.0,3650.0,"['LIME', '莎莎苏 柜']",夏季,3
18355,2878b1ac,女,178,44,10662.0,16052.0,"['MaxMara 柜', 'LA MER']",夏季,3
18356,90b9c4ed,女,276,50,104230.0,104230.0,"['朗姿柜', 'AutaSon', 'Aimer']",春季,13
18357,03ceeff3,女,135,36,8764.0,8764.0,['罗莱柜'],夏季,1
18358,2bfb0d52,女,3226,45,2454.0,2454.0,"['LANCOME', ""SHE'S""]",春季,2
18359,43a42570,女,473,30,10238.0,128235.4,"['OHUI/后', 'KODICE', '沙驰']",秋季,13
18360,eae2e429,男,567,46,69416.1,478209.64999999997,"['同仁堂柜', 'CARTIER 柜', 'AUPRES']",夏季,67
18361,de56d06f,男,1035,31,1190.0,1190.0,['迪奥柜'],春季,1
18362,961806f3,女,1513,44,50726.990000000005,50727.0,"['LAFEE柜', '娇兰柜', 'LACLOVER内衣柜']",冬季,7
18363,0f4722dd,男,651,44,2810.0,2810.0,['SK-II'],春季,1
18364,93d15c0a,男,953,28,6900.0,6900.0,"['IMMOBILE', 'ATSUGI']",春季,1
18365,1095cd3e,女,2862,55,880.0,880.0,['雅诗兰黛ESTEE LAUDER'],冬季,1
18366,6492401e,女,1089,37,208669.75,230905.31,"['ICICLE', 'ICICLE 柜', '23区']",春季,52
18367,2101a328,女,1103,33,24414.0,24414.0,"['VICUTU', '万宝龙柜(综合转男装)', '雅格名鞋廊']",夏季,4
18368,8969cf69,女,1488,43,660.0,660.0,['阿玛尼GIORGIO ARMANI'],秋季,1
18369,33bff09d,女,1339,29,2560.0,2560.0,"['兰芝柜', '沙驰鞋特卖 柜']",冬季,2
18370,413e458c,女,677,28,5155.0,13081.400000000001,"['CLARINS', '兰芝柜', 'VME柜']",春季,7
18371,2c544d9e,女,4488,47,950.0,950.0,['雅诗兰黛柜'],冬季,1
18372,066792fd,女,1794,37,4086.0,8468.0,"['植村秀柜', 'VICUTU', 'LUKA DILONG']",春季,3
18373,ed735c9e,女,1058,29,5310.0,5310.0,"['CLINIQUE', '倩碧(CLINIQUE)']",春季,2
18374,596caa0d,女,538,37,4855.0,6976.7,"['CLINIQUE', 'LANCOME']",夏季,4
18375,f2f25cc9,女,3994,42,16950.0,21658.0,"['希思黎柜', '希思黎(Sisley)', '迪奥(Dior)']",春季,10
18376,10c165c9,女,3220,38,16918.0,22828.96,"['Aimer', 'LA MER', '莱尔斯丹（新）']",冬季,13
18377,43e6fb95,女,2196,66,5598.0,5598.0,"['MU', 'BY selvage 柜']",冬季,2
18378,44dbf712,女,466,30,1783.0,7636.0,"['谢瑞麟柜', 'Dior']",秋季,2
18379,a8a19184,女,12,28,399.0,399.0,['MIO（米奥）'],冬季,1
18380,e96b31fc,女,14,33,23330.0,26414.999999999996,"['LANCOME', '兰芝柜', 'YSL']",春季,26
18381,735f867a,女,1344,31,340.0,340.0,['倩碧柜'],春季,1
18382,4b404915,女,1293,63,36931.0,53411.1,"['梦娣亚 柜', '罗莱柜', 'BIOTHERM']",秋季,19
18383,7a7f8524,女,133,54,19818.0,21518.0,"['N.PAIA', 'TOMMY  HILFIGER', 'MISS & MISS 柜']",夏季,4
18384,780c8f19,女,4506,48,1948.0,2527.0,"['JuicyCouture柜', 'LIU JO 柜']",春季,2
18385,844fce63,女,2792,37,829.0,829.0,['adidas集合店'],冬季,1
18386,ddf2729f,女,756,40,1495.0,2925.8,"['Aimer', 'JuicyCouture柜', 'GUERLAIN']",春季,3
18387,e264958d,女,1041,64,3132.0,3132.0,['Ruco line柜(女鞋)'],冬季,1
18388,583f9d81,女,997,54,2024.0,2024.0,"['Shu Uemura', '嘉宝柜', 'BNX']",夏季,4
18389,a303a8ec,女,715,27,41068.0,42518.03,"['soho', 'PAW IN PAW BABY', '芭芭麻麻']",夏季,26
18390,243b9a2f,女,2297,55,6278.0,4990.0,"['LEONARDO', 'INSUN', '双立人柜']",春季,2
18391,c610034b,女,1093,28,6109.0,6109.0,"['小笑牛柜', 'COACH 柜']",春季,2
18392,b1e331b6,女,3439,49,29288.0,53467.770000000004,"['赫莲娜(HR)', 'LIME', '植村秀(Shu Uemura)']",夏季,31
18393,7519e8e6,女,1015,46,2160.0,2160.0,[],春季,1
18394,96eb0618,女,104,29,2500.0,2500.0,['罗莱柜'],秋季,1
18395,66e8c5fe,女,2332,33,1069.0,1069.0,['VASTO柜'],夏季,1
18396,11babe7c,女,740,30,2465.0,2465.0,['AUPRES'],春季,4
18397,79731d1a,女,264,52,17513.0,17210.0,"['COACH 柜', '飞利浦 柜', '双立人柜']",春季,6
18398,af5ee3fb,女,1452,33,1788.0,1788.0,['沙驰男装柜'],冬季,1
18399,1111cbdd,女,4558,49,3785.0,3785.0,"['沙驰女包柜', 'Folli Follie']",春季,2
18400,9a09e79b,女,1654,36,114185.0,123035.2,"['Fancl柜', '芭芭麻麻', 'CHANEL']",夏季,38
18401,c4b52e9a,女,1719,44,1529.0,4100.0,['COACH 柜'],夏季,1
18402,0323d2a5,女,3258,46,17014.0,39713.0,"['新博朗 柜', 'BIOTHERM', '碧欧泉柜']",冬季,11
18403,1217cdc5,女,3141,62,51996.0,85181.6,"['BUOU BUOU', 'CABRIDA']",冬季,30
18404,e4eb8bd1,女,870,32,1810.0,1810.0,['LANCOME'],夏季,1
18405,21bc3b37,女,2450,46,1036.0,1036.0,['CANUDILO柜'],冬季,1
18406,66a8149a,女,3161,62,14355.0,16559.0,"['施华洛世奇柜', '科颜氏柜', '六福柜']",冬季,7
18407,bb875dc0,男,1431,48,28340.0,47541.72,"['YARLOKS（女鞋)', 'C31 ROTC', 'Ecco柜']",春季,16
18408,9f06f984,女,2195,52,2274.0,6810.82,"['OHUI/后', '雅诗兰黛柜', 'WHAT FOR柜']",春季,3
18409,b607afd2,女,822,22,1664.0,1664.0,"['LANCOME', '欧莱雅柜', 'Dior']",春季,3
18410,1089d685,女,436,42,61911.0,70344.68,"['DAZZLE DIANMOND柜', '圣罗兰柜', ""O'2ND""]",冬季,18
18411,20e5f2d9,女,768,56,5456.0,16540.4,"['BY selvage 柜', 'MU']",春季,7
18412,108e1769,女,2052,31,1325.0,1325.0,"['Dior', 'Shu Uemura', '赫莲娜(HR)']",春季,3
18413,576364b0,男,5019,39,0.0,3462.0,['迈雅(*)'],春季,1
18414,629c598b,女,1237,45,720.0,720.0,['雅诗兰黛柜'],冬季,1
18415,9ef8732a,女,3206,43,5546.0,5746.0,"['新Ruco line 柜', 'CHANEL', 'VME柜']",秋季,4
18416,2e94f1c0,女,18,31,1577.0,31080.0,['KODICE'],冬季,1
18417,5645b2ed,女,2571,54,13257.0,13257.0,"['ICICLE', '施华洛世奇柜', 'CHANEL']",秋季,4
18418,467033ca,女,30,29,2826.0,2826.0,['VASTO柜'],冬季,1
18419,737872ef,女,2876,49,980.0,980.0,['pikolinos'],夏季,1
18420,2b4457c5,女,1366,49,2656.0,8124.4,"['ROBERTA DI CA(女鞋)', 'VICUTU', 'OXETTE柜']",春季,5
18421,7a29b4ce,女,1875,27,295.0,295.0,['CLINIQUE'],夏季,1
18422,6bbfef4c,男,750,41,329.0,1237.0,"['娇韵诗柜', 'Ecco柜', 'AD KIDS']",春季,3
18423,5198091d,女,1177,47,7293.0,7293.0,"['YSL', 'CHANEL', 'initial']",冬季,5
18424,8fc3db29,男,998,46,12105.0,12105.0,['COACH 柜'],冬季,1
18425,52f66588,女,539,29,283.0,31416.0,['谢瑞麟柜'],夏季,1
18426,35802eef,女,1062,33,3940.0,3940.0,"['雅诗兰黛ESTEE LAUDER', '雅诗兰黛柜']",冬季,3
18427,28b84b58,女,3134,60,850.0,850.0,['费尔的王子 柜'],夏季,1
18428,b6f2d7bb,男,136,44,17281.0,21810.0,"['双立人柜', '戴森（Dyson）', 'S&A柜']",秋季,5
18429,0c237a24,男,3121,39,15618.0,15618.0,"['PawinPaw', 'COACH 柜']",秋季,2
18430,27b66b57,女,740,27,45.0,45.0,['兰芝柜'],春季,1
18431,12c9f366,女,558,35,183001.0,206194.3,"['PAW IN PAW', 'GORNIA柜', 'PAW IN PAW BABY']",秋季,58
18432,309c12f2,女,623,32,200.0,200.0,['Aimer'],冬季,1
18433,f45bc775,女,1856,38,2120.0,20219.0,['雅诗兰黛ESTEE LAUDER'],夏季,6
18434,73f65c5e,女,818,56,0.0,684.0,['雅诗兰黛ESTEE LAUDER'],夏季,1
18435,a5bd6ffb,女,16,35,11153.0,11153.0,['KENT&CURWEN柜'],冬季,1
18436,3619caca,女,1111,61,781.0,781.0,"['多样屋柜', '罗莱柜', '膳魔师柜']",秋季,3
18437,aec2716c,女,135,32,3599.0,3599.0,['EP'],冬季,1
18438,ccdd6cd3,女,1167,28,3722.0,3722.0,"['兰芝柜', '植村秀柜', 'Fancl柜']",春季,3
18439,122c74a6,女,2744,30,3630.0,3630.0,"['PANDORA柜', 'CLARINS', 'YSL']",冬季,3
18440,c65ff847,女,3208,37,18354.0,23124.0,"['Triumph', '兰芝柜', 'SK-II']",冬季,16
18441,b91125c0,女,1861,36,10409.0,17537.0,"['CHANEL', '瑞士钟表柜', 'COACH 柜']",夏季,7
18442,9759f02d,女,1540,24,8620.0,8620.0,"['香奈儿柜', 'LANCOME', '香奈儿(CHANEL)']",春季,5
18443,4e2d3ff7,女,3212,46,1771.0,1771.0,['嘉里奥'],春季,1
18444,274b75ed,女,965,32,0.0,1607.4,['同仁堂柜'],春季,1
18445,e44a7bae,女,3513,37,0.0,409.5,['阿玛尼GIORGIO ARMANI'],秋季,1
18446,ceeb9988,女,2442,30,5821.0,5821.0,"['娇韵诗柜', '娇韵诗(CLARINS)', 'CLARINS']",春季,8
18447,2d5d38ba,女,1367,41,895.0,895.0,['LANCOME'],夏季,1
18448,b80a3ab2,女,925,52,1470.0,1470.0,"['植村秀(Shu Uemura)', 'Triumph']",夏季,2
18449,9c146c9c,女,718,38,38594.0,38594.0,"['Shu Uemura', '阿玛尼GIORGIO ARMANI', 'Badgley Mischka']",春季,11
18450,bd716945,女,1210,29,623.0,623.0,"[""SHE'S""]",夏季,1
18451,78ac95ab,男,983,56,5335.0,6405.0,['迈雅/格劳艾伦 柜'],夏季,2
18452,a21a3300,女,1258,46,30318.0,30318.0,"['圣罗兰柜', 'S&A', 'YSL']",夏季,4
18453,684bf005,女,2476,30,2010.0,3895.0,"['BOBBI BROWN', 'CHANEL', 'YSL']",春季,6
18454,ffc90693,女,3300,38,699.0,699.0,['Embry Form(4F)'],冬季,1
18455,4978bd1b,女,1278,58,26633.140000000003,28986.0,"['DOHO柜', '登喜路(Dunhill)', 'HUGO BOSS柜']",夏季,2
18456,daa1c0d4,女,3482,72,0.0,855.0,['LANCOME'],夏季,1
18457,7d6b5f8a,女,1174,29,760.0,760.0,"['倩碧柜', '兰蔻柜']",冬季,1
