,rhsc,xfsp,sfpc,zjxf
13468,2046,11841.2,5,876
13469,3167,4088.0,1,778
13470,3121,2235.0,1,706
13471,3447,6502.0,5,1060
13472,368,4229.0,3,1026
13473,438,69797.0,21,453
13474,1146,7193.0,2,742
13475,646,39965.0,12,876
13476,1558,8910.0,3,183
13477,2440,7671.0,7,979
13478,1354,390.0,1,1033
13479,1096,5440.0,1,932
13480,1331,3420.0,1,818
13481,618,15642.0,2,1094
13482,744,2092.0,1,200
13483,968,3105.0,1,102
13484,921,1220.0,1,690
13485,4480,3690.0,3,1083
13486,43,844.0,1,725
13487,572,23642.1,5,1042
13488,1629,7600.0,1,29
13489,358,997.0,2,1095
13490,1100,1060.0,1,1065
13491,10,4279.0,2,1095
13492,3162,1676.0,1,49
13493,2001,1230.0,1,451
13494,3695,630.0,2,1060
13495,2621,394.0,1,1077
13496,2937,2365.0,2,1094
13497,887,291307.19,28,700
13498,121,9230.1,6,460
13499,1136,159.0,1,105
13500,2511,15556.5,10,438
13501,916,28238.0,10,967
13502,39,4536.0,1,1087
13503,4734,2558.0,1,160
13504,1303,5120.0,1,997
13505,2283,11680.0,1,693
13506,1426,5185.0,2,735
13507,928,5463.0,4,1056
13508,2482,8192.0,1,552
13509,2694,13416.27,3,1083
13510,3177,938.0,1,122
13511,1613,18825.0,4,1062
13512,970,780.0,1,1095
13513,323,630.0,2,1073
13514,2940,21953.8,11,968
13515,1184,1116.0,1,1008
13516,1617,350.0,1,1096
13517,3135,7136.0999999999985,2,633
13518,2230,3655.0,6,116
13519,1365,13689.0,1,855
13520,1907,5528.0,2,1059
13521,135,2220.0,2,1059
13522,2725,5927.0,10,913
13523,836,20583.0,5,1095
13524,67,8426.4,1,863
13525,2049,59.0,1,443
13526,748,16020.0,7,1075
13527,735,6364.0,3,730
13528,5219,9846.5,7,1085
13529,1969,25545.7,9,36
13530,975,5060.0,3,231
13531,1624,880.0,1,156
13532,178,16129.0,6,56
13533,2537,704.0,1,1091
13534,2211,29810.0,11,700
13535,825,11351.0,5,844
13536,2259,300.0,1,550
13537,887,6670.0,2,1020
13538,2504,1500.0,1,217
13539,3061,328.0,1,8
13540,1036,3490.0,1,208
13541,628,21016.7,10,485
13542,2577,18238.0,3,104
13543,883,7741.0,2,667
13544,1033,2645.2,2,1094
13545,1065,4655.0,2,1096
13546,2111,1390.0,1,862
13547,1250,6369.0999999999985,2,1096
13548,3269,3578.0,2,144
13549,2091,2610.0,1,203
13550,1804,1480.0,2,797
13551,1510,65440.2,16,1087
13552,950,4010.0,6,796
13553,1996,5819.4,4,836
13554,2232,42545.0,6,1093
13555,824,4869.0,4,766
13556,1919,3312.0,2,605
13557,3227,4737.8,4,745
13558,1546,40719.01,16,1011
13559,2777,5606.8,4,680
13560,3623,3879.34,4,1077
13561,2764,15580.0,1,493
13562,186,833.0,1,1083
13563,2794,18565.0,15,511
13564,199,5939.280000000002,5,1038
13565,2232,3718.0,7,9
13566,2326,4412.0,1,190
13567,2935,2348.0,2,146
13568,24,117469.02,19,959
13569,1631,15285.0,9,237
13570,894,13140.0,1,674
13571,3169,6080.0,4,696
13572,1291,6851.0,6,563
13573,1108,33606.8,12,1014
13574,777,2694.0,3,1083
13575,2712,1004.0,1,1069
13576,1019,4160.0,1,722
13577,2225,12141.0,1,64
13578,1118,1725.0,2,1094
13579,2682,48907.8,27,1002
13580,2335,1854.0,1,128
13581,2026,2680.0,1,1052
13582,1798,320.0,1,1013
13583,953,4905.0,3,129
13584,580,96955.0,7,435
13585,2760,450.0,1,988
13586,562,33570.76,8,455
13587,14,12187.4,17,1095
13588,2254,1554.0,1,866
13589,2761,4483.0,4,590
13590,970,17385.0,3,878
13591,2225,74132.0,21,1049
13592,884,272594.9,44,112
13593,26,11769.3,6,722
13594,973,4299.0,3,1075
13595,3105,25369.0,3,1038
13596,435,84571.53,24,1060
13597,373,10603.2,4,1098
13598,997,1188.0,1,127
13599,2597,13600.0,2,936
13600,645,380.0,1,1037
13601,1934,5592.0,2,631
13602,3276,33684.44,15,997
13603,921,21209.0,1,969
13604,3997,8182.799999999998,2,1095
13605,580,4229.0,1,1096
13606,974,4680.0,2,1035
13607,565,377601.28,31,550
13608,2403,3783.0,3,1095
13609,433,20081.1,9,46
13610,400,10305.0,1,1077
13611,1429,15948.0,4,233
13612,1906,1321.0,1,1060
13613,2125,1185.0,1,1059
13614,2837,12514.0,4,1094
13615,1739,23694.0,10,1094
13616,21,11150.2,11,757
13617,72,6793.0,6,1062
13618,710,10850.0,13,1036
13619,880,280.0,1,232
13620,1468,1000.0,1,982
13621,3254,960.0,2,206
13622,1342,52453.0,17,997
13623,1637,9662.5,5,1017
13624,1349,5493.9,10,997
13625,1173,530.0,1,240
13626,456,23147.2,19,373
13627,2320,2745.0,3,167
13628,939,775.0,1,1091
13629,1504,98.0,1,88
13630,4370,43577.0,12,983
13631,909,5092.0,1,969
13632,2434,4953.0,4,1095
13633,2295,48846.28,20,871
13634,333,3310.0,1,1025
13635,707,325.0,1,922
13636,608,317005.6,67,64
13637,2075,1730.0,1,731
13638,1110,59134.2,8,642
13639,2007,23647.0,5,1028
13640,683,6627.0,3,90
13641,913,3550.0,1,804
13642,55,15782.0,10,533
13643,205,9052.0,4,584
13644,2328,64794.0,7,880
13645,1119,44612.5,11,140
13646,1155,13498.0,7,69
13647,1237,4011.2,4,39
13648,2501,1638.0,3,945
13649,2443,66370.0,17,128
13650,1019,3805.0,1,36
13651,1204,4020.0,3,59
13652,337,23789.0,7,805
13653,2786,240.0,1,65
13654,3060,23336.800000000007,5,1044
13655,607,247186.3,58,694
13656,2444,35930.0,20,991
13657,2724,5708.0,2,1059
13658,1245,166.0,1,1059
13659,1904,765.0,2,1013
13660,1307,2613.0,1,535
13661,3279,45961.3,13,1058
13662,1413,2527.0,1,861
13663,2865,9200.0,4,24
13664,35,18177.0,8,1060
13665,4400,32492.79,11,1073
13666,344,17425.0,4,1088
13667,2022,11906.02,7,717
13668,794,2023.0,1,1096
13669,454,32618.2,18,945
13670,1916,2280.0,1,156
13671,4375,41975.5,13,1072
13672,3115,1176.0,1,1096
13673,4997,10509.0,4,1094
13674,2378,4312.0,1,1036
13675,6,1710.0,1,54
13676,1016,41787.0,8,1011
13677,791,1368.0,1,129
13678,3111,2810.0,2,995
13679,82,7224.0,2,931
13680,1138,5570.0,2,1092
13681,338,2398.0,2,1080
13682,3977,125900.56,19,605
13683,1859,2862.0,1,1095
13684,105,6321.2,5,912
13685,1749,4055.0,5,928
13686,1066,96718.54,13,1031
13687,2427,1258.0,1,953
13688,1026,2290.0,1,1065
13689,4119,9548.0,6,594
13690,438,51228.5,16,1087
13691,1507,2345.0,1,1087
13692,3509,3695.0,3,1094
13693,739,1865.0,1,632
13694,40,6001.4,3,738
13695,4455,1900.0,1,1045
13696,1401,2252.0,2,880
13697,997,225316.5,52,1094
13698,269,7776.0,1,39
13699,3184,6869.0,1,1088
13700,1846,2160.0,1,1095
13701,3171,3097.0,2,1052
13702,125,30584.9,6,1012
13703,554,17205.0,3,216
13704,3413,2370.0,2,814
13705,2849,24045.0,9,584
13706,2371,50758.74,6,207
13707,3143,1770.0,3,1059
13708,2433,699.0,1,183
13709,2943,1368.0,1,1070
13710,4654,941.0,2,586
13711,3346,340.0,1,857
13712,2387,12934.7,6,799
13713,2057,3150.0,2,501
13714,2050,3712.3,3,221
13715,1091,20960.0,9,1060
13716,1804,47880.5,10,818
13717,2168,117065.6,18,373
13718,916,5066.0,1,182
13719,1832,8744.0,3,1096
13720,3141,10487.0,2,821
13721,645,3465.0,2,183
13722,2576,7048.8,2,1074
13723,2684,5627.0,2,231
13724,1512,36140.0,8,933
13725,847,29308.0,10,978
13726,1017,8056.0,4,1077
13727,2945,2156.0,1,1096
13728,1471,5978.4,4,730
13729,958,3455.0,5,450
13730,2128,115937.86000000002,39,64
13731,2225,42333.5,8,901
13732,790,33137.0,8,175
13733,3873,3492.0,2,496
13734,1265,14059.0,9,797
13735,1597,56580.0,16,912
13736,355,176199.63999999996,37,373
13737,2468,1590.0,1,1031
13738,1005,18383.2,7,914
13739,2376,8989.3,5,1059
13740,1277,14253.499999999998,9,995
13741,711,9068.0,2,1040
13742,771,1692.0,1,972
13743,2682,690.0,2,34
13744,369,4540.0,2,1089
13745,60,258.0,1,199
13746,2918,3950.0,1,69
13747,1535,1791.0,1,621
13748,305,224038.6,20,637
13749,2411,3294.0,1,883
13750,1597,1620.0,1,223
13751,692,78830.4,21,1088
13752,2009,8970.0,5,797
13753,702,17.0,1,1096
13754,2691,2023.0,2,100
13755,2107,9170.0,2,1071
13756,784,17306.0,2,114
13757,377,7776.0,1,912
13758,1461,60.0,1,231
13759,2115,249.0,1,131
13760,72,3130.0,2,57
13761,1960,2235.0,1,1095
13762,125,57921.0,4,239
13763,2765,3323.0,2,971
13764,1591,25378.0,7,18
13765,3161,3144.0,1,554
13766,3143,9702.0,2,947
13767,2422,24631.5,18,1003
13768,1220,17619.5,6,997
13769,214,660.0,2,762
13770,3324,65254.8,6,164
13771,5170,8429.92,3,37
13772,2552,9547.0,7,763
13773,1223,138398.93,74,79
13774,3275,2660.0,1,849
13775,4435,2292.0,1,933
13776,1095,5558.0,4,46
13777,1201,3043.0,2,1092
13778,1494,33772.78,11,58
13779,2224,70831.0,24,999
13780,1164,1450.0,2,864
13781,33,2516.0,2,961
13782,1039,1680.0,1,867
13783,593,17833.0,2,234
13784,1619,1414.0,1,680
13785,1519,628.0,1,191
13786,383,15932.84,8,129
13787,57,10785.5,5,1094
13788,642,100475.55,45,641
13789,2355,2682.0,1,929
13790,864,7440.0,1,940
13791,580,28690.0,10,933
13792,1937,6282.0,1,220
13793,3146,10524.1,9,997
13794,391,1394.0,1,797
13795,2212,17279.0,5,1080
13796,356,24331.42,3,119
13797,3498,9177.0,3,135
13798,2114,15812.0,5,1091
13799,378,21100.0,1,1079
13800,1663,22809.4,11,1082
13801,3217,2635.0,4,894
13802,2191,14336.0,9,526
13803,3099,1580.0,1,450
13804,1485,3540.0,1,613
13805,2582,76142.44,25,955
13806,2195,25465.0,5,771
13807,25,320.0,1,995
13808,120,239.0,1,731
13809,2242,19919.18,14,978
13810,1099,26932.0,8,1059
13811,397,4400.2,1,797
13812,1130,2404.0,1,1047
13813,374,2272.0,1,1063
13814,1046,22627.0,1,237
13815,1056,2180.0,1,89
13816,1024,2820.0,2,781
13817,3793,280.0,1,678
13818,1952,960.0,1,1092
13819,2119,21024.0,5,541
13820,983,2790.0,1,164
13821,1495,399764.92,85,608
13822,893,17710.0,8,1059
13823,406,2859.0,4,232
13824,2204,13109.0,9,934
13825,2427,130.0,1,139
13826,1241,2840.0,5,1070
13827,874,18365.0,2,1040
13828,1178,54476.5,14,775
13829,720,8037.0,2,82
13830,912,28106.0,4,1008
13831,1153,51755.0,13,64
13832,1866,40795.3,17,755
13833,648,56628.5,22,1
13834,1,3750.0,1,1096
13835,390,17961.0,6,1073
13836,381,7760.0,1,1059
13837,1326,2380.0,3,604
13838,924,8370.0,3,767
13839,1138,12691.0,18,1081
13840,1909,3130.0,2,695
13841,1822,6419.0,4,998
13842,12,1460.0,1,1059
13843,456,42082.0,15,1080
13844,2134,10832.84,3,1004
13845,72,12865.0,2,221
13846,3275,9709.2,8,996
13847,446,95119.0,6,1095
13848,2557,57502.2,14,492
13849,3211,13861.0,5,159
13850,94,1440.0,1,203
13851,4,1530.0,1,466
13852,1864,9853.0,3,1053
13853,908,4595.0,2,944
13854,2324,2270.0,1,564
13855,362,6912.5999999999985,2,223
13856,985,12039.2,6,480
13857,2050,21266.5,11,516
13858,1538,9163.0,3,968
13859,930,3400.0,2,641
13860,1475,3720.0,2,110
13861,730,10590.0,5,144
13862,110,15600.0,1,100
13863,959,3688.0,1,837
13864,3223,8340.0,2,852
13865,1077,5686.0,3,1034
13866,3224,18338.0,13,64
13867,3225,5375.0,2,1088
13868,2749,5080.0,1,1010
13869,923,3568.0,1,61
13870,1469,8038.0,2,48
13871,3193,5734.799999999998,5,691
13872,2886,9569.0,4,1017
13873,1063,44498.22,3,140
13874,1280,11554.02,10,789
13875,790,41273.34,13,443
13876,3257,4200.0,1,801
13877,2681,236214.9,37,997
13878,1452,2720.0,4,241
13879,1260,14379.0,8,1060
13880,1556,895.0,1,732
13881,1193,11989.0,3,142
13882,2072,5260.0,2,702
13883,1356,26739.0,5,171
13884,3227,18642.0,2,566
13885,1184,1190.0,1,227
13886,507,71488.4,36,120
13887,1868,15044.0,2,889
13888,1627,55716.0,8,966
13889,3115,6188.0,3,1089
13890,457,43352.2,13,834
13891,1928,1610.0,5,920
13892,7,5620.0,8,871
13893,1024,20456.2,7,875
13894,1753,11953.0,3,1001
13895,2462,15946.0,2,450
13896,3228,3793.8,2,855
13897,1233,18497.0,4,1050
13898,14,10809.0,7,1088
13899,726,155890.49999999994,35,806
13900,2684,686129.5,93,948
13901,525,81368.6,30,577
13902,1497,2060.0,2,100
13903,1369,9520.0,2,94
13904,748,250.0,1,1087
13905,14,11045.0,4,36
13906,2761,5530.6,1,160
13907,1420,5575.0,4,214
13908,985,1332.0,2,526
13909,747,4938.0,3,1096
13910,166,3188.0,1,65
13911,1332,9811.0,4,1087
13912,977,4801.0,3,744
13913,15,100325.0,16,1080
13914,3316,5094.799999999998,4,1011
13915,4369,2554.0,1,1037
13916,500,25066.0,5,1098
13917,663,3602.0,1,171
13918,3225,24000.0,7,232
13919,2750,750.0,1,57
13920,162,4567.0,3,520
13921,4465,1820.0,1,884
13922,2135,11609.0,1,1096
13923,4830,185689.0,20,157
13924,2119,9435.0,1,1072
13925,854,420.0,1,149
13926,2910,6684.0,8,76
13927,19,3794.0,1,1078
13928,138,5544.0,1,590
13929,41,7407.0,1,866
13930,39,26609.4,3,491
13931,1660,3086.0,1,1043
13932,473,4460.0,2,207
13933,721,11863.0,3,1098
13934,3193,1000.0,1,1033
13935,3787,2730.0,3,1092
13936,3151,313.6,1,1088
13937,1162,6282.0,4,797
13938,3143,11663.0,6,856
13939,3318,58886.1,8,469
13940,5519,23724.0,3,1084
13941,3241,2520.0,1,730
13942,996,3610.0,3,969
13943,2923,5778.0,1,58
13944,916,4990.0,1,164
13945,1630,2690.0,1,1010
13946,1118,820.0,2,899
13947,1348,1700.0,1,21
13948,1582,820.0,1,967
13949,94,7401.0,5,214
13950,1493,128746.0,22,996
13951,1059,718.0,1,702
13952,2065,2100.0,1,1084
13953,1633,17438.0,6,641
13954,2836,40727.86,18,493
13955,2098,5487.0,3,868
13956,1589,7440.0,5,453
13957,3144,8330.0,3,201
13958,493,40553.32,7,1002
13959,3303,2862.0,1,908
13960,981,1585.0,1,1016
13961,3113,2880.0,1,1060
13962,74,3790.0,1,1093
13963,2039,5257.65,3,459
13964,3177,4886.0,3,940
13965,75,13549.0,3,1002
13966,2332,3234.0,1,525
13967,776,3668.0000000000014,3,705
13968,448,168419.42,39,120
13969,1906,19921.0,10,632
13970,5101,27863.6,18,205
13971,2478,77810.0,13,37
13972,3176,6410.0,7,128
13973,582,45992.0,4,943
13974,3747,680.0,1,1074
13975,1784,2190.0,1,984
13976,2575,17042.559999999998,5,878
13977,1538,3379.5,1,173
13978,959,6516.0,1,147
13979,1672,6156.0,3,1094
13980,718,3630.0,1,934
13981,2321,26093.0,9,1075
13982,3163,399.0,1,1095
13983,852,66.0,1,66
13984,3239,18486.0,9,193
13985,2499,11898.0,6,128
13986,17,450.0,1,115
13987,2469,17296.0,6,870
13988,2789,716.0,1,983
13989,3127,2624.0,1,997
13990,1689,17411.0,4,767
13991,2178,8528.0,6,1065
13992,2407,1509.2,1,662
13993,1171,31692.0,3,715
13994,2842,50.0,1,112
13995,4996,2911.0,1,527
13996,2395,24169.0,11,1092
13997,1112,1315.0,1,982
13998,3169,64995.8,5,231
13999,1425,8827.2,6,65
14000,1719,65669.8,12,1060
14001,723,19022.3,3,1033
14002,1089,42846.999999999985,8,18
14003,3,7045.0,2,232
14004,58,9603.0,3,751
14005,1365,18540.0,4,871
14006,1919,15010.56,4,164
14007,1779,4658.0,1,851
14008,4001,4090.0,2,970
14009,539,251113.8,55,455
14010,3131,7899.0,2,930
14011,1341,350.0,1,1094
14012,1474,57828.1,9,698
14013,1768,950.0,1,132
14014,1098,92762.99,17,119
14015,1072,12646.4,8,1083
14016,3214,40749.22,5,178
14017,571,16256.0,7,194
14018,2192,502.0,3,1066
14019,1845,3516.0,3,967
14020,849,7254.0,2,1094
14021,55,1580.0,1,86
14022,1316,94.0,1,779
14023,2214,16836.0,10,1079
14024,1126,3099.5,10,44
14025,772,1012.0,2,178
14026,4020,20668.58,18,1095
14027,478,18054.0,10,74
14028,147,2086.0,1,6
14029,1084,6336.0,2,774
14030,3279,260.0,1,919
14031,1465,1260.0,1,1001
14032,24,5835.3,5,1094
14033,2110,6393.0,1,769
14034,1131,550172.3,58,808
14035,2664,18760.7,8,893
14036,1722,8550.0,2,1088
14037,811,560.0,1,605
14038,227,74000.0,30,199
14039,982,24641.0,15,213
14040,970,12190.0,3,212
14041,869,1570.0,1,814
14042,41,6664.5,1,516
14043,1864,1335.0,1,817
14044,2315,1117.0,1,92
14045,730,2398.0,2,1086
14046,1425,1300.0,1,45
14047,1035,7175.0,4,459
14048,1151,2863.0,1,779
14049,2422,946.0,1,1060
14050,3273,798.0,2,731
14051,1835,9192.0,6,1094
14052,1317,2290.0,3,1044
14053,2447,7205.0,5,59
14054,2624,68873.0,25,931
14055,40,10026.0,2,737
14056,244,2259.0,2,1095
14057,3167,590.0,1,612
14058,276,7390.0,2,872
14059,3194,11003.0,6,1078
14060,3115,4479.0,2,967
14061,2763,3553.0,1,920
14062,1718,2280.0,1,75
14063,938,72378.0,18,948
14064,648,39601.1,16,681
14065,3128,3270.0,1,603
14066,1316,6900.0,1,496
14067,1613,50773.0,21,145
14068,30,5429.2,4,539
14069,104,1522.4,2,66
14070,947,1969.0,1,1091
14071,1927,696.0,2,997
14072,1258,30318.0,4,928
14073,2363,1425.6,1,1096
14074,2900,78968.85999999999,16,903
14075,4115,2829.0,2,85
14076,1527,4345.2,1,97
14077,2401,14378.0,4,207
14078,1378,38.0,1,912
14079,1548,3254.0,1,17
14080,3209,14957.1,12,784
14081,791,1062.0,1,157
14082,1617,3468.0,2,1095
14083,1571,6340.8,10,46
14084,3150,56778.5,10,1094
14085,463,34423.619999999995,29,588
14086,1591,16216.0,6,1002
14087,2335,1196.0,2,35
14088,4809,4920.0,1,990
14089,3158,7440.0,9,624
14090,12,21693.8,4,1094
14091,1450,66657.0,7,135
14092,1342,5797.0,2,189
14093,776,4040.0,2,1056
14094,52,665.0,2,1091
14095,2387,320.0,1,1019
14096,2755,2853.0,1,56
14097,2345,6001.5,4,77
14098,2048,4675.0,5,756
14099,1058,7470.0,2,859
14100,898,1015.0,1,21
14101,4508,3381.0,2,1075
14102,27,3920.0,1,452
14103,4331,2626.4,1,1097
14104,2095,1657.5,1,487
14105,889,204516.6,38,1086
14106,2479,3978.0,1,1096
14107,1428,448.0,1,971
14108,10,93990.4,12,708
14109,19,2070.0,1,1096
14110,2209,2183.0,4,1098
14111,5231,52622.7,36,989
14112,1442,11460.0,9,770
14113,2969,1480.0,1,767
14114,679,4472.0,2,513
14115,3578,5491.0,7,234
14116,2070,7140.0,3,61
14117,3478,3650.0,2,120
14118,1778,4216.0,1,21
14119,826,280.0,1,693
14120,1176,40027.0,2,1096
14121,741,2870.0,2,116
14122,2939,58289.3,26,564
14123,316,17290.0,3,825
14124,2488,4952.0,2,845
14125,2820,199.0,1,817
14126,3162,2090.0,2,488
14127,2508,23022.2,20,913
14128,933,2578.0,2,199
14129,1094,2848.0,1,528
14130,279,23876.0,4,922
14131,1886,5334.0,3,135
14132,3274,26672.0,6,100
14133,1919,42518.5,33,1097
14134,327,37053.4,6,995
14135,3338,452.0,1,936
14136,1910,35156.0,17,232
14137,1705,310.0,1,1093
14138,2224,2305.0,1,1024
14139,4635,6835.0,4,5
14140,1704,1675.0,1,77
14141,1447,22601.2,15,822
14142,18,20484.0,4,899
14143,198,15683.0,2,850
14144,54,6005.0,2,539
14145,2540,9772.0,4,934
14146,790,458.0,2,856
14147,2422,13020.0,9,855
14148,384,318390.96,64,1044
14149,895,442.0,1,455
14150,337,3680.0,2,150
14151,4455,4220.0,1,1086
14152,3017,860.0,1,39
14153,2489,5830.0,2,744
14154,1778,3635.0,3,646
14155,2754,12033.0,5,80
14156,2200,10645.0,9,185
14157,3666,2425.0,1,142
14158,2392,14698.0,7,906
14159,2251,8014.5,4,1066
14160,766,21990.0,5,870
14161,3336,195.0,1,694
14162,800,837.0,1,78
14163,3269,13171.0,11,1093
14164,538,5590.0,1,104
14165,974,6931.24,2,1072
14166,5077,476.0,1,1031
14167,1335,13490.0,2,1095
14168,1058,1040.0,1,1071
14169,1924,70833.45999999999,55,491
14170,949,7830.0,5,1060
14171,975,1815.0,2,963
14172,4850,3612.0,3,959
14173,985,617.0,1,119
14174,2372,3768.0,2,997
14175,3282,134769.5,53,951
14176,825,24586.0,10,89
14177,700,2290.0,2,799
14178,933,3035.0,1,1066
14179,3149,4606.0,1,984
14180,1197,530.0,1,45
14181,1397,7016.0,4,544
14182,41,27305.2,6,959
14183,1481,470.0,1,1011
14184,3287,8146.0,4,503
14185,3240,2270.0,1,796
14186,1132,19548.080000000005,8,953
14187,1467,48887.47,38,1072
14188,545,4032.0,1,138
14189,2064,2529.1,3,857
14190,1546,3070.0,1,1098
14191,1525,680.0,1,80
14192,160,17512.0,2,1098
14193,72,31709.0,1,633
14194,1125,60543.0,21,1058
14195,1748,680.0,1,1096
14196,1943,594.0,1,998
14197,378,5377.8,5,128
14198,1304,1400.0,1,1095
14199,1869,18693.0,9,530
14200,1587,2730.0,1,1006
14201,5,3660.38,2,234
14202,2871,3498.0,4,231
14203,887,15348.7,5,135
14204,1043,5713.0,1,40
14205,1589,187878.48,34,908
14206,2038,2344.0,2,918
14207,4400,49185.38000000001,5,1060
14208,4681,2190.0,4,55
14209,1317,800.0,1,999
14210,1041,21395.5,11,1095
14211,1130,38302.539999999986,24,30
14212,979,15285.0,9,1095
14213,1293,33037.82,11,1037
14214,2794,338.0,1,962
14215,931,2840.0,1,45
14216,988,738.0,1,1036
14217,1256,5934.0,1,968
14218,435,1550.0,3,915
14219,997,2024.0,4,816
14220,741,46111.0,12,608
14221,1752,3560.0,2,447
14222,1032,880.0,1,1062
14223,1035,9407.0,1,829
14224,20,6613.0,3,45
14225,1147,860.0,2,119
14226,1112,4940.0,1,212
14227,4508,329.0,1,980
14228,2874,996.0,1,1074
14229,4093,1507.6,3,120
14230,1305,2555.0,2,468
14231,949,6010.0,2,547
14232,3200,400.0,1,1059
14233,1516,9997.0,1,1018
14234,2219,3734.0,3,611
14235,307,38022.4,18,1090
14236,439,6618.0,5,37
14237,3187,4852.0,2,715
14238,376,6161.0,6,736
14239,4573,9336.7,7,890
14240,842,1485.0,1,33
14241,5059,249.0,1,1095
14242,646,23865.8,5,561
14243,901,3648.0,1,2
14244,3217,6926.0,2,469
14245,2537,258.0,1,36
14246,1387,5690.0,2,695
14247,897,5660.0,1,127
14248,2628,4703.0,5,1041
14249,1261,9588.999999999998,6,82
14250,1349,1280.0,1,867
14251,1861,12200.0,3,1097
14252,1377,8421.01,5,1046
14253,968,1800.0,1,47
14254,1207,2934.0,2,1095
14255,164,251.1,1,108
14256,1062,2390.0,2,1095
14257,1209,40538.0,9,1041
14258,2233,10140.0,3,1084
14259,661,11885.0,10,101
14260,3632,51428.0,6,170
14261,2559,3807.0,2,1062
14262,1469,33121.5,25,817
14263,1076,4210.0,1,491
14264,3781,2693.6,1,46
14265,406,13520.0,10,1049
14266,1448,11789.9,5,46
14267,2435,26516.1,13,694
14268,1757,35242.1,22,930
14269,2820,420.0,1,1094
14270,1589,34914.0,5,114
14271,371,42808.76,22,891
14272,1052,320.0,1,1047
14273,2782,28891.740000000005,9,891
14274,4615,10411.2,6,486
14275,3749,47312.68,17,1059
14276,1369,18735.43,12,146
14277,1050,2548.0,1,200
14278,1957,2736.0,2,756
14279,407,5520.0,3,120
14280,935,8540.0,1,230
14281,315,16560.0,1,1060
14282,2464,22375.0,2,28
14283,3173,9395.98,5,1075
14284,4488,950.0,1,1080
14285,29,4932.0,1,648
14286,2080,1645.0,1,1045
14287,2447,1387.0,1,815
14288,1013,812.0,2,857
14289,443,56556.0,16,955
14290,1231,30331.63,5,1096
14291,2412,43157.0,11,375
14292,649,4770.0,4,140
14293,649,19566.0,13,666
14294,3298,27783.0,5,215
14295,2449,18000.0,1,232
14296,133,4727.3,4,201
14297,1162,5388.0,15,830
14298,1418,5011.0,3,786
14299,4406,12902.4,3,1064
14300,2157,2450.0,5,801
14301,801,28287.0,6,794
14302,3192,840.0,1,0
14303,4045,226.0,1,745
14304,1146,4220.0,2,1007
14305,2442,1904.0,1,1080
14306,2511,3010.0,2,171
14307,972,2146.0,3,87
14308,3218,7022.0,2,880
14309,439,157336.7,35,45
14310,1186,14737.28,5,490
14311,1008,12030.0,5,843
14312,1141,5314.0,1,1060
14313,1381,7100.0,3,1059
14314,954,319.0,1,694
14315,1645,11977.0,2,800
14316,3277,3899.0,3,1059
14317,1117,318.0,1,944
14318,2434,18674.6,15,174
14319,96,340.0,1,933
14320,392,15048.97,8,1011
14321,2744,310.0,1,695
14322,2682,252048.78,58,1077
14323,1258,3600.0,1,639
14324,1131,25631.0,7,198
14325,1112,3173.0,1,150
14326,1275,4799.4,7,858
14327,5113,1227.1,4,595
14328,884,51742.6,28,1095
14329,30,640.0,1,888
14330,3163,304.0,1,518
14331,985,760.0,1,572
14332,311,796.0,2,1060
14333,1074,6607.0,2,188
14334,2648,12576.0,3,1073
14335,2219,1740.0,2,1075
14336,1021,4319.4,1,1074
14337,2125,31280.0,10,1097
14338,1355,27863.2,5,28
14339,720,12175.0,13,914
14340,1548,12110.0,3,32
14341,15,1530.0,1,65
14342,705,2028.0,1,1073
14343,130,1454.5,2,1095
14344,1420,5706.0,2,69
14345,3345,2952.0,1,584
14346,645,15540.0,2,184
14347,1594,22138.0,4,144
14348,4713,1425.0,1,997
14349,1252,9944.1,3,1096
14350,1313,2200.0,1,1081
14351,889,790.0,1,1092
14352,3197,29025.3,7,176
14353,1189,3550.0,3,445
14354,3220,4369.5,1,194
14355,4439,2851.0,1,1078
14356,395,2659.0,2,1001
14357,3128,22912.0,5,528
14358,28,3750.0,1,1092
14359,3212,1415.0,4,76
14360,1787,120.0,1,818
14361,27,1408.0,3,1059
14362,22,630.0,1,197
14363,1149,4290.0,1,612
14364,2747,2268.0,3,974
14365,1423,1990.0,1,1060
14366,803,1125.0,1,1071
14367,3227,1663.0,1,797
14368,204,4231.1500000000015,6,115
14369,2524,470.0,1,797
14370,965,97400.12,18,1094
14371,436,6140.0,5,888
14372,2384,10247.0,6,741
14373,3317,18742.6,7,47
14374,1431,1978.0,2,660
14375,475,4818.0,2,373
14376,2947,37712.7,9,962
14377,2116,791.0,1,917
14378,1043,8670.0,1,1060
14379,3121,525.0,1,373
14380,2491,2746.0,3,222
14381,3216,20921.000000000004,13,128
14382,2455,2259.0,2,1060
14383,670,71461.02,16,927
14384,2928,6687.0,4,738
14385,2190,290.0,2,770
14386,2275,46408.0,15,464
14387,623,34769.0,19,493
14388,1590,4870.0,2,933
14389,273,4348.0,5,1096
14390,862,1718.0,1,95
14391,790,1520.0,1,45
14392,4415,2549.7,2,113
14393,657,1198.0,1,996
14394,1660,8832.0,2,1095
14395,41,9150.0,4,94
14396,1282,25494.5,10,156
14397,3226,2013.0,5,570
14398,1033,3160.0,3,6
14399,961,85492.0,15,1060
14400,3198,4437.440000000001,2,1050
14401,2149,906.5,3,632
14402,3633,11165.0,3,808
14403,919,20362.5,7,1094
